Time (s),Speed (km/h),Torque (Nm),RPM,Gear,Drag (N),Coolant (C),Oil (C),RPM/s,Acceleration (m/s2)
86.2,312.288,741.146,6100.8,7,4281.6,88.0124,103.038,1.13732,0.0161715
86.3,312.294,741.138,6100.91,7,4281.76,88.011,103.038,1.13105,0.0160823
86.4,312.3,741.131,6101.02,7,4281.92,88.0097,103.038,1.12481,0.0159936
86.5,312.306,741.123,6101.13,7,4282.08,88.0083,103.037,1.1186,0.0159054
86.6,312.311,741.115,6101.24,7,4282.24,88.007,103.037,1.11243,0.0158176
86.7,312.317,741.108,6101.36,7,4282.39,88.0057,103.036,1.1063,0.0157304
86.8,312.323,741.1,6101.47,7,4282.55,88.0043,103.036,1.1002,0.0156436
86.9,312.328,741.093,6101.57,7,4282.7,88.003,103.035,1.09413,0.0155374
87,312.334,741.086,6101.68,7,4282.85,88.0016,103.035,1.08809,0.0154715
87.1,312.339,741.078,6101.79,7,4283.01,88.0003,103.034,1.08209,0.0153862
87.2,312.345,741.071,6101.9,7,4283.16,87.999,103.034,1.07612,0.0153013
87.3,312.35,741.064,6102.01,7,4283.31,88.018,103.033,1.07019,0.0152169
87.4,312.356,741.056,6102.11,7,4283.46,88.0166,103.033,1.06428,0.015133
87.5,312.361,741.049,6102.22,7,4283.61,88.0153,103.033,1.05841,0.0150495
87.6,312.367,741.042,6102.32,7,4283.76,88.0139,103.033,1.05257,0.0149665
87.7,312.372,741.035,6102.43,7,4283.91,88.0126,103.032,1.04677,0.0148839
87.8,312.377,741.028,6102.53,7,4284.05,88.0113,103.032,1.04099,0.0148018
87.9,312.383,741.021,6102.64,7,4284.2,88.0099,103.032,1.03525,0.0147012
88,312.388,741.014,6102.74,7,4284.35,88.0086,103.031,1.02954,0.0146389
88.1,312.393,741.007,6102.84,7,4284.49,88.0072,103.031,1.02386,0.0145582
88.2,312.398,741,6102.94,7,4284.63,88.0059,103.031,1.01821,0.0144778
88.3,312.404,740.993,6103.04,7,4284.78,88.0045,103.03,1.01259,0.014398
88.4,312.409,740.986,6103.15,7,4284.92,88.0032,103.03,1.00701,0.0143185
88.5,312.414,740.979,6103.25,7,4285.06,88.0019,103.029,1.00145,0.0142395
88.6,312.419,740.973,6103.35,7,4285.2,88.0005,103.029,0.995924,0.014161
88.7,312.424,740.966,6103.44,7,4285.34,87.9992,103.028,0.990429,0.0140828
88.8,312.429,740.959,6103.54,7,4285.48,88.0182,103.028,0.984965,0.0140051
88.9,312.434,740.952,6103.64,7,4285.62,88.0169,103.028,0.97953,0.01391
89,312.439,740.946,6103.74,7,4285.76,88.0155,103.028,0.974126,0.013851
89.1,312.444,740.939,6103.83,7,4285.89,88.0142,103.028,0.968751,0.0137746
89.2,312.449,740.933,6103.93,7,4286.03,88.0128,103.028,0.963406,0.0136986
89.3,312.454,740.926,6104.03,7,4286.16,88.0115,103.027,0.95809,0.013623
89.4,312.459,740.92,6104.12,7,4286.3,88.0101,103.027,0.952804,0.0135479
89.5,312.464,740.913,6104.22,7,4286.43,88.0088,103.027,0.947546,0.0134731
89.6,312.468,740.907,6104.31,7,4286.57,88.0075,103.026,0.942318,0.0133988
89.7,312.473,740.9,6104.4,7,4286.7,88.0061,103.026,0.937118,0.0133248
89.8,312.478,740.894,6104.5,7,4286.83,88.0048,103.026,0.931947,0.0132513
89.9,312.483,740.888,6104.59,7,4286.96,88.0034,103.026,0.926805,0.0131613
90,312.487,740.882,6104.68,7,4287.09,88.0021,103.025,0.921691,0.0131055
90.1,312.492,740.875,6104.77,7,4287.22,88.0008,103.025,0.916605,0.0130331
90.2,312.497,740.869,6104.87,7,4287.35,87.9994,103.024,0.911547,0.0129612
90.3,312.501,740.863,6104.96,7,4287.48,88.0184,103.024,0.906516,0.0128897
90.4,312.506,740.857,6105.05,7,4287.6,88.0171,103.024,0.901514,0.0128186
90.5,312.511,740.851,6105.14,7,4287.73,88.0158,103.024,0.896539,0.0127478
90.6,312.515,740.845,6105.23,7,4287.86,88.0144,103.024,0.891591,0.0126775
90.7,312.52,740.839,6105.31,7,4287.98,88.0131,103.024,0.886671,0.0126075
90.8,312.524,740.833,6105.4,7,4288.11,88.0117,103.024,0.881778,0.0125379
90.9,312.529,740.827,6105.49,7,4288.23,88.0104,103.023,0.876912,0.0124527
91,312.533,740.821,6105.58,7,4288.35,88.009,103.023,0.872072,0.0123999
91.1,312.538,740.815,6105.66,7,4288.48,88.0077,103.023,0.867259,0.0123315
91.2,312.542,740.809,6105.75,7,4288.6,88.0064,103.023,0.862473,0.0122634
91.3,312.546,740.803,6105.84,7,4288.72,88.005,103.022,0.857713,0.0121958
91.4,312.551,740.797,6105.92,7,4288.84,88.0037,103.022,0.85298,0.0121285
91.5,312.555,740.792,6106.01,7,4288.96,88.0023,103.022,0.848272,0.0120615
91.6,312.559,740.786,6106.09,7,4289.08,88.001,103.022,0.84359,0.011995
91.7,312.564,740.78,6106.17,7,4289.2,87.9997,103.021,0.838934,0.0119287
91.8,312.568,740.774,6106.26,7,4289.31,88.0187,103.021,0.834304,0.0118629
91.9,312.572,740.769,6106.34,7,4289.43,88.0173,103.021,0.829699,0.0117823
92,312.577,740.763,6106.42,7,4289.55,88.016,103.021,0.82512,0.0117323
92.1,312.581,740.758,6106.51,7,4289.66,88.0147,103.021,0.820566,0.0116676
92.2,312.585,740.752,6106.59,7,4289.78,88.0133,103.021,0.816037,0.0116032
92.3,312.589,740.747,6106.67,7,4289.89,88.012,103.021,0.811533,0.0115391
92.4,312.593,740.741,6106.75,7,4290.01,88.0106,103.021,0.807053,0.0114754
92.5,312.597,740.736,6106.83,7,4290.12,88.0093,103.02,0.802599,0.0114121
92.6,312.601,740.73,6106.91,7,4290.23,88.0079,103.02,0.798169,0.0113491
92.7,312.605,740.725,6106.99,7,4290.35,88.0066,103.02,0.793763,0.0112865
92.8,312.609,740.719,6107.07,7,4290.46,88.0053,103.02,0.789381,0.0112242
92.9,312.613,740.714,6107.15,7,4290.57,88.0039,103.02,0.785024,0.0111479
93,312.617,740.709,6107.22,7,4290.68,88.0026,103.019,0.780691,0.0111006
93.1,312.621,740.704,6107.3,7,4290.79,88.0012,103.019,0.776382,0.0110393
93.2,312.625,740.698,6107.38,7,4290.9,87.9999,103.019,0.772096,0.0109784
93.3,312.629,740.693,6107.46,7,4291.01,88.0189,103.019,0.767834,0.0109178
93.4,312.633,740.688,6107.53,7,4291.11,88.0176,103.019,0.763595,0.0108575
93.5,312.637,740.683,6107.61,7,4291.22,88.0162,103.019,0.75938,0.0107976
93.6,312.641,740.678,6107.68,7,4291.33,88.0149,103.019,0.755188,0.010738
93.7,312.645,740.672,6107.76,7,4291.43,88.0136,103.019,0.75102,0.0106787
93.8,312.649,740.667,6107.83,7,4291.54,88.0122,103.018,0.746874,0.0106197
93.9,312.652,740.662,6107.91,7,4291.64,88.0109,103.018,0.742751,0.0105476
94,312.656,740.657,6107.98,7,4291.75,88.0095,103.018,0.73865,0.0105028
94.1,312.66,740.652,6108.05,7,4291.85,88.0082,103.018,0.734573,0.0104448
94.2,312.664,740.647,6108.13,7,4291.96,88.0068,103.018,0.730517,0.0103872
94.3,312.667,740.642,6108.2,7,4292.06,88.0055,103.018,0.726485,0.0103298
94.4,312.671,740.637,6108.27,7,4292.16,88.0042,103.017,0.722474,0.0102728
94.5,312.675,740.633,6108.34,7,4292.26,88.0028,103.017,0.718485,0.0102161
94.6,312.678,740.628,6108.42,7,4292.36,88.0015,103.017,0.714519,0.0101597
94.7,312.682,740.623,6108.49,7,4292.46,88.0001,103.017,0.710574,0.0101036
94.8,312.686,740.618,6108.56,7,4292.56,87.9988,103.017,0.706651,0.0100478
94.9,312.689,740.613,6108.63,7,4292.66,88.0178,103.017,0.70275,0.00997953
95,312.693,740.609,6108.7,7,4292.76,88.0165,103.017,0.69887,0.00993718
95.1,312.696,740.604,6108.77,7,4292.86,88.0151,103.017,0.695012,0.00988232
95.2,312.7,740.599,6108.84,7,4292.96,88.0138,103.016,0.691174,0.00982776
95.3,312.704,740.594,6108.91,7,4293.06,88.0125,103.016,0.687358,0.0097735
95.4,312.707,740.59,6108.97,7,4293.15,88.0111,103.016,0.683563,0.00971954
95.5,312.711,740.585,6109.04,7,4293.25,88.0098,103.016,0.679789,0.00966588
95.6,312.714,740.581,6109.11,7,4293.34,88.0084,103.016,0.676036,0.00961251
95.7,312.717,740.576,6109.18,7,4293.44,88.0071,103.016,0.672303,0.00955944
95.8,312.721,740.571,6109.24,7,4293.53,88.0058,103.016,0.668591,0.00950666
95.9,312.724,740.567,6109.31,7,4293.63,88.0044,103.016,0.6649,0.00944203
96,312.728,740.562,6109.38,7,4293.72,88.0031,103.015,0.661229,0.00940197
96.1,312.731,740.558,6109.44,7,4293.81,88.0017,103.015,0.657578,0.00935005
96.2,312.734,740.554,6109.51,7,4293.91,88.0004,103.015,0.653947,0.00929843
96.3,312.738,740.549,6109.57,7,4294,87.9991,103.015,0.650336,0.00924709
96.4,312.741,740.545,6109.64,7,4294.09,88.0181,103.015,0.646745,0.00919603
96.5,312.744,740.54,6109.7,7,4294.18,88.0167,103.015,0.643174,0.00914525
96.6,312.748,740.536,6109.76,7,4294.27,88.0154,103.015,0.639623,0.00909475
96.7,312.751,740.532,6109.83,7,4294.36,88.0141,103.015,0.636091,0.00904453
96.8,312.754,740.527,6109.89,7,4294.45,88.0127,103.015,0.632579,0.00899459
96.9,312.757,740.523,6109.95,7,4294.54,88.0114,103.015,0.629086,0.00893345
97,312.76,740.519,6110.02,7,4294.63,88.01,103.015,0.625612,0.00889553
97.1,312.764,740.515,6110.08,7,4294.71,88.0087,103.015,0.622158,0.00884641
97.2,312.767,740.51,6110.14,7,4294.8,88.0073,103.015,0.618722,0.00879756
97.3,312.77,740.506,6110.2,7,4294.89,88.006,103.014,0.615305,0.00874898
97.4,312.773,740.502,6110.26,7,4294.98,88.0047,103.014,0.611908,0.00870067
97.5,312.776,740.498,6110.32,7,4295.06,88.0033,103.014,0.608529,0.00865263
97.6,312.779,740.494,6110.39,7,4295.15,88.002,103.014,0.605168,0.00860485
97.7,312.782,740.49,6110.45,7,4295.23,88.0006,103.014,0.601827,0.00855733
97.8,312.785,740.486,6110.51,7,4295.32,87.9993,103.013,0.598503,0.00851007
97.9,312.789,740.482,6110.56,7,4295.4,88.0183,103.014,0.595198,0.00845222
98,312.792,740.478,6110.62,7,4295.48,88.017,103.014,0.591911,0.00841634
98.1,312.795,740.474,6110.68,7,4295.57,88.0157,103.014,0.588643,0.00836987
98.2,312.798,740.47,6110.74,7,4295.65,88.0143,103.014,0.585392,0.00832365
98.3,312.801,740.466,6110.8,7,4295.73,88.013,103.014,0.582159,0.00827768
98.4,312.803,740.462,6110.86,7,4295.82,88.0116,103.014,0.578944,0.00823197
98.5,312.806,740.458,6110.92,7,4295.9,88.0103,103.014,0.575747,0.00818651
98.6,312.809,740.454,6110.97,7,4295.98,88.0089,103.013,0.572567,0.0081413
98.7,312.812,740.45,6111.03,7,4296.06,88.0076,103.013,0.569405,0.00809633
98.8,312.815,740.446,6111.09,7,4296.14,88.0063,103.013,0.566261,0.00805162
98.9,312.818,740.442,6111.14,7,4296.22,88.0049,103.013,0.563133,0.00799688
99,312.821,740.439,6111.2,7,4296.3,88.0036,103.013,0.560023,0.00796293
99.1,312.824,740.435,6111.25,7,4296.38,88.0022,103.013,0.556931,0.00791896
99.2,312.827,740.431,6111.31,7,4296.45,88.0009,103.013,0.553855,0.00787522
99.3,312.829,740.427,6111.36,7,4296.53,87.9996,103.012,0.550796,0.00783173
99.4,312.832,740.423,6111.42,7,4296.61,88.0186,103.013,0.547754,0.00778848
99.5,312.835,740.42,6111.47,7,4296.69,88.0173,103.013,0.544729,0.00774546
99.6,312.838,740.416,6111.53,7,4296.76,88.0159,103.013,0.54172,0.00770268
99.7,312.841,740.412,6111.58,7,4296.84,88.0146,103.013,0.538729,0.00766014
99.8,312.843,740.409,6111.64,7,4296.91,88.0132,103.013,0.535753,0.00761784
99.9,312.846,740.405,6111.69,7,4296.99,88.0119,103.013,0.532794,0.00756604
100,312.849,740.402,6111.74,7,4297.06,88.0105,103.013,0.529852,0.00753392
