Time (s),Speed (km/h),Torque (Nm),RPM,Gear,Drag (N),Coolant (C),Oil (C),RPM/s,Acceleration (m/s2)
61.6,323.579,726.147,6321.37,7,4065.95,88.0185,103.009,6.09327,0.0866397
61.7,323.61,726.105,6321.98,7,4066.73,88.0156,103.009,6.05903,0.0861529
61.8,323.641,726.065,6322.58,7,4067.51,88.0127,103.009,6.02498,0.0856688
61.9,323.672,726.024,6323.18,7,4068.29,88.0098,103.009,5.99113,0.0850684
62,323.702,725.983,6323.78,7,4069.06,88.0069,103.009,5.95746,0.0847087
62.1,323.733,725.943,6324.37,7,4069.83,88.004,103.009,5.92398,0.0842326
62.2,323.763,725.903,6324.96,7,4070.59,88.0011,103.009,5.89068,0.0837592
62.3,323.793,725.863,6325.54,7,4071.35,87.9982,103.009,5.85757,0.0832884
62.4,323.823,725.823,6326.13,7,4072.1,88.0179,103.009,5.82464,0.0828202
62.5,323.852,725.784,6326.7,7,4072.85,88.015,103.009,5.7919,0.0823546
62.6,323.882,725.745,6327.28,7,4073.6,88.0121,103.009,5.75933,0.0818916
62.7,323.911,725.706,6327.85,7,4074.34,88.0093,103.009,5.72695,0.0814311
62.8,323.94,725.667,6328.42,7,4075.08,88.0064,103.009,5.69475,0.0809732
62.9,323.969,725.629,6328.99,7,4075.81,88.0035,103.009,5.66273,0.0804054
63,323.998,725.59,6329.55,7,4076.54,88.0006,103.009,5.63088,0.0800651
63.1,324.027,725.552,6330.11,7,4077.26,87.9977,103.009,5.59921,0.0796148
63.2,324.055,725.515,6330.67,7,4077.99,88.0174,103.009,5.56772,0.079167
63.3,324.084,725.477,6331.22,7,4078.7,88.0145,103.009,5.5364,0.0787217
63.4,324.112,725.439,6331.77,7,4079.42,88.0116,103.009,5.50526,0.0782789
63.5,324.14,725.402,6332.32,7,4080.13,88.0087,103.009,5.47429,0.0778385
63.6,324.168,725.365,6332.86,7,4080.83,88.0058,103.009,5.44349,0.0774006
63.7,324.195,725.328,6333.41,7,4081.53,88.0029,103.009,5.41286,0.0769651
63.8,324.223,725.292,6333.94,7,4082.23,88,103.009,5.38241,0.0765321
63.9,324.25,725.255,6334.48,7,4082.92,87.9971,103.008,5.35212,0.0759951
64,324.278,725.219,6335.01,7,4083.61,88.0169,103.009,5.322,0.0756732
64.1,324.305,725.183,6335.54,7,4084.3,88.014,103.009,5.29205,0.0752473
64.2,324.332,725.147,6336.07,7,4084.98,88.0111,103.009,5.26227,0.0748238
64.3,324.358,725.112,6336.59,7,4085.66,88.0082,103.009,5.23265,0.0744027
64.4,324.385,725.076,6337.11,7,4086.34,88.0053,103.009,5.20319,0.0739839
64.5,324.411,725.041,6337.63,7,4087.01,88.0024,103.008,5.1739,0.0735674
64.6,324.438,725.006,6338.14,7,4087.68,87.9995,103.008,5.14478,0.0731532
64.7,324.464,724.972,6338.65,7,4088.34,88.0192,103.009,5.11581,0.0727414
64.8,324.49,724.937,6339.16,7,4089,88.0163,103.009,5.08701,0.0723319
64.9,324.516,724.903,6339.67,7,4089.66,88.0134,103.009,5.05837,0.0718241
65,324.542,724.868,6340.17,7,4090.31,88.0105,103.009,5.02989,0.0715196
65.1,324.567,724.834,6340.67,7,4090.96,88.0076,103.009,5.00156,0.0711169
65.2,324.593,724.801,6341.17,7,4091.6,88.0048,103.009,4.9734,0.0707164
65.3,324.618,724.767,6341.66,7,4092.24,88.0019,103.009,4.94539,0.0703181
65.4,324.643,724.733,6342.16,7,4092.88,87.999,103.008,4.91753,0.069922
65.5,324.668,724.7,6342.64,7,4093.52,88.0187,103.009,4.88983,0.0695282
65.6,324.693,724.667,6343.13,7,4094.15,88.0158,103.009,4.86229,0.0691366
65.7,324.718,724.634,6343.61,7,4094.78,88.0129,103.009,4.8349,0.0687471
65.8,324.742,724.602,6344.09,7,4095.4,88.01,103.009,4.80766,0.0683598
65.9,324.767,724.569,6344.57,7,4096.02,88.0071,103.009,4.78058,0.0678797
66,324.791,724.537,6345.05,7,4096.64,88.0042,103.009,4.75364,0.0675917
66.1,324.815,724.505,6345.52,7,4097.25,88.0013,103.009,4.72686,0.0672109
66.2,324.84,724.473,6345.99,7,4097.86,87.9984,103.008,4.70022,0.0668322
66.3,324.863,724.441,6346.46,7,4098.47,88.0182,103.009,4.67374,0.0664556
66.4,324.887,724.409,6346.92,7,4099.07,88.0153,103.009,4.6474,0.066081
66.5,324.911,724.378,6347.39,7,4099.67,88.0124,103.009,4.62121,0.0657086
66.6,324.934,724.347,6347.84,7,4100.27,88.0095,103.009,4.59516,0.0653383
66.7,324.958,724.315,6348.3,7,4100.87,88.0066,103.009,4.56926,0.06497
66.8,324.981,724.285,6348.76,7,4101.46,88.0037,103.009,4.54351,0.0646038
66.9,325.004,724.254,6349.21,7,4102.04,88.0008,103.009,4.5179,0.0641499
67,325.027,724.223,6349.66,7,4102.63,87.9979,103.008,4.49243,0.0638775
67.1,325.05,724.193,6350.1,7,4103.21,88.0177,103.008,4.4671,0.0635174
67.2,325.073,724.163,6350.55,7,4103.78,88.0148,103.009,4.44192,0.0631593
67.3,325.095,724.133,6350.99,7,4104.36,88.0119,103.009,4.41687,0.0628032
67.4,325.118,724.103,6351.43,7,4104.93,88.009,103.009,4.39197,0.0624491
67.5,325.14,724.073,6351.87,7,4105.5,88.0061,103.009,4.3672,0.062097
67.6,325.162,724.044,6352.3,7,4106.06,88.0032,103.009,4.34258,0.0617468
67.7,325.185,724.014,6352.73,7,4106.62,88.0003,103.008,4.31809,0.0613986
67.8,325.207,723.985,6353.16,7,4107.18,87.9974,103.008,4.29373,0.0610523
67.9,325.228,723.956,6353.59,7,4107.74,88.0172,103.008,4.26952,0.0606232
68,325.25,723.927,6354.01,7,4108.29,88.0143,103.008,4.24544,0.0603656
68.1,325.272,723.898,6354.43,7,4108.84,88.0114,103.008,4.22149,0.0600251
68.2,325.293,723.87,6354.85,7,4109.38,88.0085,103.008,4.19768,0.0596865
68.3,325.315,723.842,6355.27,7,4109.93,88.0056,103.008,4.174,0.0593498
68.4,325.336,723.813,6355.69,7,4110.47,88.0027,103.008,4.15045,0.059015
68.5,325.357,723.785,6356.1,7,4111,87.9998,103.008,4.12704,0.0586821
68.6,325.378,723.757,6356.51,7,4111.54,88.0196,103.008,4.10375,0.058351
68.7,325.399,723.73,6356.92,7,4112.07,88.0167,103.009,4.0806,0.0580218
68.8,325.42,723.702,6357.32,7,4112.6,88.0138,103.009,4.05758,0.0576944
68.9,325.44,723.675,6357.73,7,4113.12,88.0109,103.009,4.03468,0.0572887
69,325.461,723.647,6358.13,7,4113.64,88.008,103.009,4.01191,0.0570451
69.1,325.481,723.62,6358.53,7,4114.16,88.0051,103.009,3.98927,0.0567232
69.2,325.502,723.593,6358.92,7,4114.68,88.0022,103.008,3.96676,0.0564031
69.3,325.522,723.566,6359.32,7,4115.19,87.9993,103.008,3.94437,0.0560847
69.4,325.542,723.54,6359.71,7,4115.7,88.0191,103.009,3.92211,0.0557682
69.5,325.562,723.513,6360.1,7,4116.21,88.0162,103.009,3.89997,0.0554534
69.6,325.582,723.487,6360.49,7,4116.72,88.0133,103.009,3.87796,0.0551404
69.7,325.601,723.461,6360.87,7,4117.22,88.0104,103.009,3.85607,0.0548292
69.8,325.621,723.435,6361.26,7,4117.72,88.0075,103.009,3.8343,0.0545196
69.9,325.641,723.409,6361.64,7,4118.21,88.0046,103.009,3.81265,0.0541361
70,325.66,723.383,6362.02,7,4118.71,88.0017,103.009,3.79113,0.0539058
70.1,325.679,723.357,6362.39,7,4119.2,87.9988,103.008,3.76973,0.0536015
70.2,325.698,723.332,6362.77,7,4119.69,88.0186,103.009,3.74844,0.0532988
70.3,325.717,723.306,6363.14,7,4120.17,88.0157,103.009,3.72728,0.0529979
70.4,325.736,723.281,6363.51,7,4120.65,88.0128,103.009,3.70623,0.0526986
70.5,325.755,723.256,6363.88,7,4121.13,88.0099,103.009,3.6853,0.052401
70.6,325.774,723.231,6364.25,7,4121.61,88.007,103.009,3.66449,0.0521051
70.7,325.793,723.206,6364.61,7,4122.09,88.0041,103.009,3.6438,0.0518109
70.8,325.811,723.182,6364.97,7,4122.56,88.0012,103.009,3.62322,0.0515183
70.9,325.83,723.157,6365.33,7,4123.03,87.9983,103.008,3.60275,0.0511558
71,325.848,723.133,6365.69,7,4123.49,88.0181,103.009,3.58241,0.050938
71.1,325.866,723.109,6366.05,7,4123.96,88.0152,103.009,3.56217,0.0506503
71.2,325.884,723.085,6366.4,7,4124.42,88.0123,103.009,3.54205,0.0503642
71.3,325.902,723.061,6366.76,7,4124.88,88.0094,103.009,3.52204,0.0500797
71.4,325.92,723.037,6367.11,7,4125.34,88.0065,103.009,3.50215,0.0497968
71.5,325.938,723.013,6367.45,7,4125.79,88.0036,103.009,3.48236,0.0495155
71.6,325.956,722.99,6367.8,7,4126.24,88.0007,103.008,3.46269,0.0492357
71.7,325.974,722.966,6368.14,7,4126.69,87.9978,103.008,3.44312,0.0489576
71.8,325.991,722.943,6368.49,7,4127.14,88.0176,103.008,3.42367,0.0486809
71.9,326.008,722.92,6368.83,7,4127.58,88.0147,103.009,3.40433,0.0483383
72,326.026,722.897,6369.17,7,4128.02,88.0118,103.009,3.38509,0.0481324
72.1,326.043,722.874,6369.5,7,4128.46,88.0089,103.009,3.36596,0.0478604
72.2,326.06,722.851,6369.84,7,4128.9,88.006,103.009,3.34694,0.0475899
72.3,326.077,722.828,6370.17,7,4129.33,88.0031,103.008,3.32803,0.047321
72.4,326.094,722.806,6370.5,7,4129.76,88.0002,103.008,3.30922,0.0470536
72.5,326.111,722.784,6370.83,7,4130.19,87.9973,103.008,3.29052,0.0467877
72.6,326.128,722.761,6371.16,7,4130.62,88.0171,103.008,3.27192,0.0465232
72.7,326.144,722.739,6371.48,7,4131.04,88.0142,103.008,3.25343,0.0462603
72.8,326.161,722.717,6371.81,7,4131.46,88.0113,103.008,3.23504,0.0459988
72.9,326.177,722.695,6372.13,7,4131.88,88.0084,103.008,3.21675,0.0456749
73,326.194,722.674,6372.45,7,4132.3,88.0055,103.008,3.19857,0.0454803
73.1,326.21,722.652,6372.77,7,4132.72,88.0026,103.008,3.18049,0.0452232
73.2,326.226,722.63,6373.08,7,4133.13,87.9997,103.008,3.16251,0.0449675
73.3,326.242,722.609,6373.4,7,4133.54,88.0196,103.008,3.14463,0.0447133
73.4,326.258,722.588,6373.71,7,4133.95,88.0166,103.008,3.12686,0.0444605
73.5,326.274,722.567,6374.02,7,4134.35,88.0137,103.009,3.10918,0.0442092
73.6,326.29,722.546,6374.33,7,4134.75,88.0108,103.009,3.0916,0.0439592
73.7,326.306,722.525,6374.64,7,4135.16,88.0079,103.009,3.07412,0.0437107
73.8,326.321,722.504,6374.94,7,4135.55,88.005,103.009,3.05674,0.0434635
73.9,326.337,722.483,6375.25,7,4135.95,88.0021,103.008,3.03945,0.0431574
74,326.353,722.463,6375.55,7,4136.35,87.9992,103.008,3.02226,0.0429734
74.1,326.368,722.442,6375.85,7,4136.74,88.0191,103.008,3.00517,0.0427304
74.2,326.383,722.422,6376.15,7,4137.13,88.0162,103.009,2.98818,0.0424887
74.3,326.398,722.402,6376.44,7,4137.52,88.0133,103.009,2.97128,0.0422484
74.4,326.414,722.382,6376.74,7,4137.9,88.0104,103.009,2.95448,0.0420095
74.5,326.429,722.362,6377.03,7,4138.28,88.0075,103.009,2.93777,0.0417719
74.6,326.444,722.342,6377.33,7,4138.67,88.0045,103.009,2.92115,0.0415356
74.7,326.458,722.322,6377.62,7,4139.05,88.0016,103.008,2.90463,0.0413007
74.8,326.473,722.302,6377.91,7,4139.42,87.9987,103.008,2.8882,0.0410671
74.9,326.488,722.283,6378.19,7,4139.8,88.0186,103.008,2.87186,0.0407778
75,326.502,722.263,6378.48,7,4140.17,88.0157,103.009,2.85562,0.0406038
75.1,326.517,722.244,6378.76,7,4140.54,88.0128,103.009,2.83946,0.0403741
75.2,326.531,722.225,6379.04,7,4140.91,88.0099,103.009,2.8234,0.0401457
75.3,326.546,722.206,6379.33,7,4141.28,88.007,103.009,2.80743,0.0399186
75.4,326.56,722.187,6379.6,7,4141.64,88.0041,103.009,2.79155,0.0396928
75.5,326.574,722.168,6379.88,7,4142,88.0012,103.008,2.77575,0.0394682
75.6,326.588,722.149,6380.16,7,4142.36,87.9983,103.008,2.76005,0.0392449
75.7,326.603,722.131,6380.43,7,4142.72,88.0181,103.008,2.74443,0.0390229
75.8,326.616,722.112,6380.71,7,4143.08,88.0152,103.009,2.7289,0.0388021
75.9,326.63,722.094,6380.98,7,4143.43,88.0123,103.009,2.71346,0.0385286
76,326.644,722.075,6381.25,7,4143.79,88.0094,103.009,2.69811,0.0383642
76.1,326.658,722.057,6381.51,7,4144.14,88.0065,103.009,2.68284,0.0381471
76.2,326.672,722.039,6381.78,7,4144.48,88.0036,103.009,2.66766,0.0379312
76.3,326.685,722.021,6382.05,7,4144.83,88.0007,103.008,2.65256,0.0377166
76.4,326.699,722.003,6382.31,7,4145.18,87.9978,103.008,2.63755,0.0375031
76.5,326.712,721.985,6382.57,7,4145.52,88.0177,103.008,2.62262,0.0372909
76.6,326.725,721.967,6382.83,7,4145.86,88.0148,103.008,2.60778,0.0370798
76.7,326.739,721.95,6383.09,7,4146.2,88.0118,103.009,2.59302,0.03687
76.8,326.752,721.932,6383.35,7,4146.53,88.0089,103.009,2.57834,0.0366613
76.9,326.765,721.915,6383.61,7,4146.87,88.006,103.009,2.56375,0.0364029
77,326.778,721.897,6383.86,7,4147.2,88.0031,103.008,2.54924,0.0362474
77.1,326.791,721.88,6384.12,7,4147.53,88.0002,103.008,2.53481,0.0360423
77.2,326.804,721.863,6384.37,7,4147.86,87.9973,103.008,2.52046,0.0358382
77.3,326.817,721.846,6384.62,7,4148.19,88.0172,103.008,2.50619,0.0356354
77.4,326.83,721.829,6384.87,7,4148.52,88.0143,103.008,2.492,0.0354336
77.5,326.842,721.812,6385.12,7,4148.84,88.0114,103.008,2.4779,0.035233
77.6,326.855,721.795,6385.36,7,4149.16,88.0085,103.008,2.46387,0.0350336
77.7,326.867,721.779,6385.61,7,4149.48,88.0056,103.008,2.44992,0.0348352
77.8,326.88,721.762,6385.85,7,4149.8,88.0027,103.008,2.43605,0.034638
77.9,326.892,721.746,6386.09,7,4150.12,87.9998,103.008,2.42226,0.0343938
78,326.905,721.729,6386.33,7,4150.43,88.0196,103.008,2.40854,0.0342469
78.1,326.917,721.713,6386.57,7,4150.75,88.0167,103.008,2.39491,0.034053
78.2,326.929,721.697,6386.81,7,4151.06,88.0138,103.009,2.38134,0.0338602
78.3,326.941,721.681,6387.05,7,4151.37,88.0109,103.009,2.36786,0.0336684
78.4,326.953,721.665,6387.28,7,4151.67,88.008,103.009,2.35445,0.0334778
78.5,326.965,721.649,6387.52,7,4151.98,88.0051,103.009,2.34112,0.0332882
78.6,326.977,721.633,6387.75,7,4152.28,88.0022,103.008,2.32786,0.0330997
78.7,326.989,721.617,6387.98,7,4152.59,87.9993,103.008,2.31468,0.0329123
78.8,327.001,721.602,6388.21,7,4152.89,88.0192,103.008,2.30157,0.0327259
78.9,327.012,721.586,6388.44,7,4153.19,88.0163,103.009,2.28854,0.0324951
79,327.024,721.571,6388.67,7,4153.48,88.0134,103.009,2.27557,0.0323562
79.1,327.036,721.555,6388.89,7,4153.78,88.0105,103.009,2.26269,0.032173
79.2,327.047,721.54,6389.12,7,4154.07,88.0075,103.009,2.24987,0.0319908
79.3,327.059,721.525,6389.34,7,4154.37,88.0046,103.009,2.23713,0.0318096
79.4,327.07,721.51,6389.57,7,4154.66,88.0017,103.008,2.22446,0.0316294
79.5,327.081,721.495,6389.79,7,4154.95,87.9988,103.008,2.21186,0.0314502
79.6,327.093,721.48,6390.01,7,4155.24,88.0187,103.008,2.19933,0.0312721
79.7,327.104,721.465,6390.23,7,4155.52,88.0158,103.009,2.18687,0.0310949
79.8,327.115,721.45,6390.44,7,4155.81,88.0129,103.009,2.17448,0.0309188
79.9,327.126,721.435,6390.66,7,4156.09,88.01,103.009,2.16216,0.0307007
80,327.137,721.421,6390.87,7,4156.37,88.0071,103.009,2.14991,0.0305695
80.1,327.148,721.406,6391.09,7,4156.65,88.0042,103.009,2.13773,0.0303963
80.2,327.159,721.392,6391.3,7,4156.93,88.0013,103.008,2.12562,0.0302241
80.3,327.17,721.377,6391.51,7,4157.2,87.9984,103.008,2.11358,0.0300529
80.4,327.18,721.363,6391.72,7,4157.48,88.0183,103.008,2.10161,0.0298826
80.5,327.191,721.349,6391.93,7,4157.75,88.0154,103.009,2.0897,0.0297133
80.6,327.202,721.335,6392.14,7,4158.02,88.0124,103.009,2.07786,0.0295449
80.7,327.212,721.321,6392.35,7,4158.29,88.0095,103.009,2.06609,0.0293775
80.8,327.223,721.307,6392.55,7,4158.56,88.0066,103.009,2.05438,0.0292111
80.9,327.233,721.293,6392.75,7,4158.83,88.0037,103.009,2.04274,0.029005
81,327.244,721.279,6392.96,7,4159.1,88.0008,103.008,2.03116,0.028881
81.1,327.254,721.265,6393.16,7,4159.36,87.9979,103.008,2.01965,0.0287173
81.2,327.264,721.251,6393.36,7,4159.62,88.0178,103.008,2.00821,0.0285546
81.3,327.275,721.238,6393.56,7,4159.89,88.0149,103.009,1.99683,0.0283928
81.4,327.285,721.224,6393.76,7,4160.15,88.012,103.009,1.98551,0.0282319
81.5,327.295,721.211,6393.96,7,4160.4,88.0091,103.009,1.97426,0.0280719
81.6,327.305,721.198,6394.15,7,4160.66,88.0062,103.009,1.96307,0.0279128
81.7,327.315,721.184,6394.35,7,4160.92,88.0033,103.008,1.95195,0.0277546
81.8,327.325,721.171,6394.54,7,4161.17,88.0004,103.008,1.94088,0.0275973
81.9,327.335,721.158,6394.74,7,4161.42,87.9974,103.008,1.92988,0.0274026
82,327.344,721.145,6394.93,7,4161.67,88.0174,103.008,1.91895,0.0272854
82.1,327.354,721.132,6395.12,7,4161.92,88.0144,103.008,1.90807,0.0271307
82.2,327.364,721.119,6395.31,7,4162.17,88.0115,103.008,1.89726,0.0269769
82.3,327.374,721.106,6395.5,7,4162.42,88.0086,103.008,1.8865,0.026824
82.4,327.383,721.094,6395.68,7,4162.66,88.0057,103.008,1.87581,0.026672
82.5,327.393,721.081,6395.87,7,4162.91,88.0028,103.008,1.86518,0.0265208
82.6,327.402,721.068,6396.06,7,4163.15,87.9999,103.008,1.8546,0.0263705
82.7,327.412,721.056,6396.24,7,4163.39,88.0198,103.008,1.84409,0.026221
82.8,327.421,721.043,6396.42,7,4163.63,88.0169,103.009,1.83364,0.0260723
82.9,327.43,721.031,6396.61,7,4163.87,88.014,103.009,1.82324,0.0258883
83,327.44,721.018,6396.79,7,4164.11,88.0111,103.009,1.81291,0.0257776
83.1,327.449,721.006,6396.97,7,4164.35,88.0082,103.009,1.80263,0.0256314
83.2,327.458,720.994,6397.15,7,4164.58,88.0053,103.009,1.79241,0.0254861
83.3,327.467,720.982,6397.32,7,4164.81,88.0024,103.008,1.78225,0.0253416
83.4,327.476,720.97,6397.5,7,4165.05,87.9994,103.008,1.77214,0.025198
83.5,327.485,720.958,6397.68,7,4165.28,88.0194,103.009,1.76209,0.0250551
83.6,327.494,720.946,6397.85,7,4165.51,88.0165,103.009,1.7521,0.024913
83.7,327.503,720.934,6398.03,7,4165.73,88.0135,103.009,1.74217,0.0247718
83.8,327.512,720.922,6398.2,7,4165.96,88.0106,103.009,1.73229,0.0246313
83.9,327.521,720.911,6398.37,7,4166.19,88.0077,103.009,1.72247,0.0244575
84,327.53,720.899,6398.54,7,4166.41,88.0048,103.009,1.7127,0.0243528
84.1,327.538,720.887,6398.71,7,4166.63,88.0019,103.009,1.70299,0.0242147
84.2,327.547,720.876,6398.88,7,4166.86,87.999,103.008,1.69334,0.0240774
84.3,327.556,720.864,6399.05,7,4167.08,88.0189,103.009,1.68373,0.0239409
84.4,327.564,720.853,6399.22,7,4167.3,88.016,103.009,1.67419,0.0238051
84.5,327.573,720.842,6399.39,7,4167.51,88.0131,103.009,1.66469,0.0236701
84.6,327.581,720.83,6399.55,7,4167.73,88.0102,103.009,1.65525,0.0235359
84.7,327.59,720.819,6399.72,7,4167.95,88.0073,103.009,1.64586,0.0234024
84.8,327.598,720.808,6399.88,7,4168.16,88.0044,103.009,1.63653,0.0232697
84.9,327.606,720.797,6400.04,7,4168.37,88.0015,103.009,1.62725,0.0231054
85,327.615,720.786,6400.2,7,4168.59,87.9985,103.008,1.61802,0.0230065
85.1,327.623,720.775,6400.37,7,4168.8,88.0185,103.009,1.60884,0.022876
85.2,327.631,720.764,6400.53,7,4169.01,88.0156,103.009,1.59972,0.0227463
85.3,327.639,720.753,6400.68,7,4169.21,88.0127,103.009,1.59065,0.0226173
85.4,327.647,720.743,6400.84,7,4169.42,88.0097,103.009,1.58162,0.022489
85.5,327.655,720.732,6401,7,4169.63,88.0068,103.009,1.57265,0.0223615
85.6,327.663,720.721,6401.16,7,4169.83,88.0039,103.009,1.56373,0.0222346
85.7,327.671,720.711,6401.31,7,4170.04,88.001,103.009,1.55486,0.0221085
85.8,327.679,720.7,6401.47,7,4170.24,87.9981,103.008,1.54605,0.0219831
85.9,327.687,720.69,6401.62,7,4170.44,88.018,103.009,1.53728,0.0218279
86,327.695,720.679,6401.77,7,4170.64,88.0151,103.009,1.52856,0.0217344
86.1,327.703,720.669,6401.92,7,4170.84,88.0122,103.009,1.51989,0.0216111
86.2,327.71,720.659,6402.08,7,4171.04,88.0093,103.009,1.51126,0.0214885
86.3,327.718,720.649,6402.23,7,4171.23,88.0064,103.009,1.50269,0.0213667
86.4,327.726,720.638,6402.38,7,4171.43,88.0035,103.009,1.49417,0.0212454
86.5,327.733,720.628,6402.52,7,4171.62,88.0006,103.008,1.48569,0.0211249
86.6,327.741,720.618,6402.67,7,4171.82,87.9977,103.008,1.47726,0.0210051
86.7,327.748,720.608,6402.82,7,4172.01,88.0176,103.008,1.46888,0.0208859
86.8,327.756,720.598,6402.96,7,4172.2,88.0147,103.009,1.46055,0.0207674
86.9,327.763,720.589,6403.11,7,4172.39,88.0118,103.009,1.45226,0.0206208
87,327.771,720.579,6403.25,7,4172.58,88.0089,103.009,1.44402,0.0205325
87.1,327.778,720.569,6403.4,7,4172.77,88.0059,103.009,1.43583,0.020416
87.2,327.785,720.559,6403.54,7,4172.96,88.003,103.008,1.42768,0.0203001
87.3,327.793,720.55,6403.68,7,4173.14,88.0001,103.008,1.41958,0.020185
87.4,327.8,720.54,6403.82,7,4173.33,87.9972,103.008,1.41153,0.0200704
87.5,327.807,720.53,6403.96,7,4173.51,88.0172,103.008,1.40352,0.0199566
87.6,327.814,720.521,6404.1,7,4173.7,88.0142,103.008,1.39556,0.0198433
87.7,327.821,720.511,6404.24,7,4173.88,88.0113,103.008,1.38764,0.0197307
87.8,327.828,720.502,6404.38,7,4174.06,88.0084,103.008,1.37977,0.0196188
87.9,327.835,720.493,6404.52,7,4174.24,88.0055,103.008,1.37194,0.0194802
88,327.842,720.484,6404.65,7,4174.42,88.0026,103.008,1.36415,0.0193968
88.1,327.849,720.474,6404.79,7,4174.59,87.9997,103.008,1.35641,0.0192867
88.2,327.856,720.465,6404.92,7,4174.77,88.0196,103.008,1.34871,0.0191773
88.3,327.863,720.456,6405.06,7,4174.95,88.0167,103.008,1.34106,0.0190684
88.4,327.87,720.447,6405.19,7,4175.12,88.0138,103.009,1.33345,0.0189602
88.5,327.877,720.438,6405.32,7,4175.3,88.0109,103.009,1.32588,0.0188526
88.6,327.883,720.429,6405.46,7,4175.47,88.008,103.009,1.31836,0.0187457
88.7,327.89,720.42,6405.59,7,4175.64,88.0051,103.009,1.31088,0.0186393
88.8,327.897,720.411,6405.72,7,4175.81,88.0022,103.008,1.30344,0.0185335
88.9,327.903,720.402,6405.85,7,4175.98,87.9992,103.008,1.29604,0.0184026
89,327.91,720.394,6405.98,7,4176.15,88.0192,103.008,1.28869,0.0183237
89.1,327.917,720.385,6406.1,7,4176.32,88.0163,103.009,1.28137,0.0182197
89.2,327.923,720.376,6406.23,7,4176.49,88.0134,103.009,1.2741,0.0181163
89.3,327.93,720.368,6406.36,7,4176.65,88.0104,103.009,1.26687,0.0180135
89.4,327.936,720.359,6406.48,7,4176.82,88.0075,103.009,1.25968,0.0179113
89.5,327.943,720.351,6406.61,7,4176.98,88.0046,103.009,1.25253,0.0178096
89.6,327.949,720.342,6406.73,7,4177.14,88.0017,103.008,1.24542,0.0177085
89.7,327.955,720.334,6406.86,7,4177.31,87.9988,103.008,1.23835,0.017608
89.8,327.962,720.325,6406.98,7,4177.47,88.0187,103.008,1.23132,0.0175081
89.9,327.968,720.317,6407.1,7,4177.63,88.0158,103.009,1.22433,0.0173844
90,327.974,720.309,6407.23,7,4177.79,88.0129,103.009,1.21738,0.0173099
90.1,327.98,720.3,6407.35,7,4177.95,88.01,103.009,1.21047,0.0172117
90.2,327.986,720.292,6407.47,7,4178.11,88.0071,103.009,1.2036,0.017114
90.3,327.993,720.284,6407.59,7,4178.26,88.0042,103.009,1.19677,0.0170168
90.4,327.999,720.276,6407.71,7,4178.42,88.0013,103.008,1.18998,0.0169202
90.5,328.005,720.268,6407.82,7,4178.57,87.9984,103.008,1.18322,0.0168242
90.6,328.011,720.26,6407.94,7,4178.73,88.0183,103.008,1.17651,0.0167287
90.7,328.017,720.252,6408.06,7,4178.88,88.0154,103.009,1.16983,0.0166337
90.8,328.023,720.244,6408.18,7,4179.03,88.0125,103.009,1.16319,0.0165393
90.9,328.029,720.236,6408.29,7,4179.19,88.0096,103.009,1.15658,0.0164224
91,328.034,720.228,6408.41,7,4179.34,88.0067,103.009,1.15002,0.016352
91.1,328.04,720.221,6408.52,7,4179.49,88.0037,103.009,1.14349,0.0162592
91.2,328.046,720.213,6408.63,7,4179.64,88.0008,103.008,1.137,0.0161669
91.3,328.052,720.205,6408.75,7,4179.78,87.9979,103.008,1.13054,0.0160751
91.4,328.058,720.198,6408.86,7,4179.93,88.0179,103.008,1.12413,0.0159839
91.5,328.063,720.19,6408.97,7,4180.08,88.015,103.009,1.11774,0.0158931
91.6,328.069,720.182,6409.08,7,4180.22,88.0121,103.009,1.1114,0.0158029
91.7,328.075,720.175,6409.19,7,4180.37,88.0091,103.009,1.10509,0.0157132
91.8,328.08,720.167,6409.3,7,4180.51,88.0062,103.009,1.09881,0.015624
91.9,328.086,720.16,6409.41,7,4180.66,88.0033,103.008,1.09258,0.0155136
92,328.091,720.153,6409.52,7,4180.8,88.0004,103.008,1.08637,0.0154471
92.1,328.097,720.145,6409.63,7,4180.94,87.9975,103.008,1.0802,0.0153594
92.2,328.103,720.138,6409.74,7,4181.08,88.0175,103.008,1.07407,0.0152721
92.3,328.108,720.131,6409.84,7,4181.22,88.0145,103.008,1.06797,0.0151854
92.4,328.113,720.123,6409.95,7,4181.36,88.0116,103.008,1.06191,0.0150992
92.5,328.119,720.116,6410.05,7,4181.5,88.0087,103.008,1.05588,0.0150135
92.6,328.124,720.109,6410.16,7,4181.64,88.0058,103.008,1.04988,0.0149282
92.7,328.13,720.102,6410.26,7,4181.77,88.0029,103.008,1.04392,0.0148435
92.8,328.135,720.095,6410.37,7,4181.91,88,103.008,1.038,0.0147592
92.9,328.14,720.088,6410.47,7,4182.05,88.0199,103.008,1.0321,0.0146549
93,328.145,720.081,6410.57,7,4182.18,88.017,103.009,1.02624,0.0145921
93.1,328.151,720.074,6410.68,7,4182.31,88.0141,103.009,1.02041,0.0145092
93.2,328.156,720.067,6410.78,7,4182.45,88.0112,103.009,1.01462,0.0144268
93.3,328.161,720.06,6410.88,7,4182.58,88.0083,103.009,1.00886,0.0143449
93.4,328.166,720.053,6410.98,7,4182.71,88.0054,103.009,1.00313,0.0142634
