Time (s),Speed (km/h),Torque (Nm),RPM,Gear,Drag (N),Coolant (C),Oil (C),RPM/s,Acceleration (m/s2)
93.5,328.171,720.047,6411.08,7,4182.84,88.0024,103.009,0.997433,0.0141824
93.6,328.176,720.04,6411.18,7,4182.97,87.9995,103.008,0.991769,0.0141019
93.7,328.181,720.033,6411.28,7,4183.1,88.0195,103.009,0.986137,0.0140218
93.8,328.186,720.027,6411.37,7,4183.23,88.0166,103.009,0.980537,0.0139422
93.9,328.191,720.02,6411.47,7,4183.36,88.0137,103.009,0.974968,0.0138436
94,328.196,720.013,6411.57,7,4183.49,88.0108,103.009,0.969431,0.0137843
94.1,328.201,720.007,6411.66,7,4183.61,88.0078,103.009,0.963926,0.013706
94.2,328.206,720,6411.76,7,4183.74,88.0049,103.009,0.958452,0.0136282
94.3,328.211,719.994,6411.86,7,4183.86,88.002,103.009,0.953009,0.0135508
94.4,328.216,719.987,6411.95,7,4183.99,87.9991,103.008,0.947596,0.0134738
94.5,328.221,719.981,6412.04,7,4184.11,88.0191,103.009,0.942215,0.0133973
94.6,328.225,719.975,6412.14,7,4184.23,88.0162,103.009,0.936863,0.0133212
94.7,328.23,719.968,6412.23,7,4184.36,88.0132,103.009,0.931543,0.0132455
94.8,328.235,719.962,6412.32,7,4184.48,88.0103,103.009,0.926252,0.0131703
94.9,328.24,719.956,6412.42,7,4184.6,88.0074,103.009,0.920991,0.0130772
95,328.244,719.949,6412.51,7,4184.72,88.0045,103.009,0.91576,0.0130211
95.1,328.249,719.943,6412.6,7,4184.84,88.0016,103.009,0.910559,0.0129472
95.2,328.254,719.937,6412.69,7,4184.96,87.9987,103.008,0.905388,0.0128736
95.3,328.258,719.931,6412.78,7,4185.08,88.0186,103.009,0.900245,0.0128005
95.4,328.263,719.925,6412.87,7,4185.19,88.0157,103.009,0.895132,0.0127278
95.5,328.267,719.919,6412.96,7,4185.31,88.0128,103.009,0.890048,0.0126555
95.6,328.272,719.913,6413.05,7,4185.43,88.0099,103.009,0.884992,0.0125836
95.7,328.276,719.907,6413.13,7,4185.54,88.007,103.009,0.879966,0.0125122
95.8,328.281,719.901,6413.22,7,4185.66,88.0041,103.009,0.874967,0.0124411
95.9,328.285,719.895,6413.31,7,4185.77,88.0012,103.009,0.869997,0.0123532
96,328.29,719.889,6413.4,7,4185.88,87.9982,103.008,0.865056,0.0123002
96.1,328.294,719.883,6413.48,7,4186,88.0182,103.009,0.860142,0.0122303
96.2,328.299,719.877,6413.57,7,4186.11,88.0153,103.009,0.855256,0.0121608
96.3,328.303,719.872,6413.65,7,4186.22,88.0124,103.009,0.850398,0.0120917
96.4,328.307,719.866,6413.74,7,4186.33,88.0095,103.009,0.845567,0.0120231
96.5,328.312,719.86,6413.82,7,4186.44,88.0065,103.009,0.840764,0.0119548
96.6,328.316,719.855,6413.9,7,4186.55,88.0036,103.009,0.835988,0.0118869
96.7,328.32,719.849,6413.99,7,4186.66,88.0007,103.009,0.831239,0.0118193
96.8,328.324,719.843,6414.07,7,4186.77,87.9978,103.008,0.826517,0.0117522
96.9,328.329,719.838,6414.15,7,4186.88,88.0178,103.009,0.821822,0.0116691
97,328.333,719.832,6414.23,7,4186.99,88.0149,103.009,0.817153,0.011619
97.1,328.337,719.827,6414.32,7,4187.09,88.012,103.009,0.812511,0.011553
97.2,328.341,719.821,6414.4,7,4187.2,88.009,103.009,0.807896,0.0114874
97.3,328.345,719.816,6414.48,7,4187.3,88.0061,103.009,0.803306,0.0114222
97.4,328.349,719.81,6414.56,7,4187.41,88.0032,103.009,0.798742,0.0113573
97.5,328.353,719.805,6414.64,7,4187.51,88.0003,103.008,0.794205,0.0112927
97.6,328.357,719.799,6414.71,7,4187.62,87.9974,103.008,0.789693,0.0112286
97.7,328.361,719.794,6414.79,7,4187.72,88.0174,103.008,0.785207,0.0111648
97.8,328.365,719.789,6414.87,7,4187.82,88.0144,103.008,0.780746,0.0111014
97.9,328.369,719.783,6414.95,7,4187.92,88.0115,103.009,0.77631,0.0110229
98,328.373,719.778,6415.03,7,4188.03,88.0086,103.009,0.7719,0.0109756
98.1,328.377,719.773,6415.1,7,4188.13,88.0057,103.008,0.767514,0.0109132
98.2,328.381,719.768,6415.18,7,4188.23,88.0028,103.008,0.763154,0.0108512
98.3,328.385,719.763,6415.26,7,4188.33,87.9999,103.008,0.758818,0.0107896
98.4,328.389,719.758,6415.33,7,4188.43,88.0199,103.008,0.754507,0.0107283
98.5,328.393,719.752,6415.41,7,4188.52,88.0169,103.009,0.75022,0.0106673
98.6,328.397,719.747,6415.48,7,4188.62,88.014,103.009,0.745957,0.0106067
98.7,328.4,719.742,6415.55,7,4188.72,88.0111,103.009,0.741719,0.0105465
98.8,328.404,719.737,6415.63,7,4188.82,88.0082,103.009,0.737505,0.0104865
98.9,328.408,719.732,6415.7,7,4188.91,88.0053,103.009,0.733315,0.0104124
99,328.412,719.727,6415.77,7,4189.01,88.0024,103.009,0.729148,0.0103677
99.1,328.415,719.722,6415.85,7,4189.1,87.9994,103.008,0.725005,0.0103088
99.2,328.419,719.718,6415.92,7,4189.2,88.0194,103.009,0.720886,0.0102502
99.3,328.423,719.713,6415.99,7,4189.29,88.0165,103.009,0.71679,0.010192
99.4,328.426,719.708,6416.06,7,4189.39,88.0136,103.009,0.712717,0.0101341
99.5,328.43,719.703,6416.13,7,4189.48,88.0107,103.009,0.708667,0.0100765
99.6,328.434,719.698,6416.2,7,4189.57,88.0078,103.009,0.704641,0.0100192
99.7,328.437,719.693,6416.27,7,4189.66,88.0048,103.009,0.700637,0.00996231
99.8,328.441,719.689,6416.34,7,4189.75,88.0019,103.009,0.696656,0.0099057
99.9,328.444,719.684,6416.41,7,4189.85,87.999,103.008,0.692697,0.00983565
100,328.448,719.679,6416.48,7,4189.94,88.019,103.009,0.688761,0.00979344
